observable,run_label,sigma_total_pb,generated_events,selected_events,bin_low,bin_high,bin_center,counts,dsigma_pb_per_unit
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-3.50000000e+00,-3.25000000e+00,-3.37500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-3.25000000e+00,-3.00000000e+00,-3.12500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-3.00000000e+00,-2.75000000e+00,-2.87500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-2.75000000e+00,-2.50000000e+00,-2.62500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-2.50000000e+00,-2.25000000e+00,-2.37500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-2.25000000e+00,-2.00000000e+00,-2.12500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-2.00000000e+00,-1.75000000e+00,-1.87500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-1.75000000e+00,-1.50000000e+00,-1.62500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-1.50000000e+00,-1.25000000e+00,-1.37500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-1.25000000e+00,-1.00000000e+00,-1.12500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-1.00000000e+00,-7.50000000e-01,-8.75000000e-01,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-7.50000000e-01,-5.00000000e-01,-6.25000000e-01,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-5.00000000e-01,-2.50000000e-01,-3.75000000e-01,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,-2.50000000e-01,0.00000000e+00,-1.25000000e-01,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,0.00000000e+00,2.50000000e-01,1.25000000e-01,35,3.185280000000e-06
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,2.50000000e-01,5.00000000e-01,3.75000000e-01,201,1.829260800000e-05
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,5.00000000e-01,7.50000000e-01,6.25000000e-01,914,8.318131200000e-05
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,7.50000000e-01,1.00000000e+00,8.75000000e-01,3409,3.102462720000e-04
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,1.00000000e+00,1.25000000e+00,1.12500000e+00,11821,1.075805568000e-03
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,1.25000000e+00,1.50000000e+00,1.37500000e+00,37188,3.384405504000e-03
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,1.50000000e+00,1.75000000e+00,1.62500000e+00,102388,9.318127104000e-03
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,1.75000000e+00,2.00000000e+00,1.87500000e+00,230349,2.096360179200e-02
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,2.00000000e+00,2.25000000e+00,2.12500000e+00,337137,3.068216409600e-02
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,2.25000000e+00,2.50000000e+00,2.37500000e+00,198652,1.807892121600e-02
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,2.50000000e+00,2.75000000e+00,2.62500000e+00,57477,5.230866816000e-03
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,2.75000000e+00,3.00000000e+00,2.87500000e+00,15079,1.372309632000e-03
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,3.00000000e+00,3.25000000e+00,3.12500000e+00,3799,3.457393920000e-04
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,3.25000000e+00,3.50000000e+00,3.37500000e+00,917,8.345433600000e-05
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,3.50000000e+00,3.75000000e+00,3.62500000e+00,194,1.765555200000e-05
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,3.75000000e+00,4.00000000e+00,3.87500000e+00,36,3.276288000000e-06
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,4.00000000e+00,4.25000000e+00,4.12500000e+00,4,3.640320000000e-07
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,4.25000000e+00,4.50000000e+00,4.37500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,4.50000000e+00,4.75000000e+00,4.62500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,4.75000000e+00,5.00000000e+00,4.87500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,5.00000000e+00,5.25000000e+00,5.12500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,5.25000000e+00,5.50000000e+00,5.37500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,5.50000000e+00,5.75000000e+00,5.62500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,5.75000000e+00,6.00000000e+00,5.87500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,6.00000000e+00,6.25000000e+00,6.12500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,6.25000000e+00,6.50000000e+00,6.37500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,6.50000000e+00,6.75000000e+00,6.62500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,6.75000000e+00,7.00000000e+00,6.87500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,7.00000000e+00,7.25000000e+00,7.12500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,7.25000000e+00,7.50000000e+00,7.37500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,7.50000000e+00,7.75000000e+00,7.62500000e+00,0,0.000000000000e+00
Yaa,run_08_fT8_10_TeV^-4,2.275200000000e-02,1000000,999600,7.75000000e+00,8.00000000e+00,7.87500000e+00,0,0.000000000000e+00
